sNum,sID,months,days,sex,cond,condLabel,trial,GNG,trialType,stimName,habCrit,habTrialNo,sumOnA,numOnA,sumOffA,numOffA,sumOnB,numOnB,sumOffB,numOffB
1,t,230,2,,,,1,1,really,really_ball.wav,0,,3.6279264479999256,1,2.0161361649988976,1,0,0,5.644068903999141,1
