sNum,sID,months,days,sex,cond,condLabel,trial,GNG,trialType,stimName,habCrit,habTrialNo,sumOnA,numOnA,sumOffA,numOffA,sumOnB,numOnB,sumOffB,numOffB
1,t,230,2,,,,1,1,really,really_ball.mp4,0,,3.912292166998668,1,0.63376001999859,1,0,0,4.546054855998591,1
